RECORD #(BIBLIO),TITLE,AUTHOR,008 Date One,260|b,260|c,CALL #(BIBLIO),TOT CHKOUT,LOUTDATE
b28826735,"Investments / Zvi Bodie, Alex Kane, Alan J. Marcus.","Bodie, Zvi.",2002,"McGraw-Hill/Irwin,",c2002.,HG4521 .B564 2002,116,11/20/2012 11:41
b32654467,"Investments / Zvi Bodie, Alex Kane, Alan J. Marcus.","Bodie, Zvi.",2005,"McGraw-Hill Irwin,",c2005.,HG4521 .B564 2005,22,1/24/2013 12:46
b40563522,"Investments / Zvi Bodie, Alex Kane, Alan J. Marcus.","Bodie, Zvi.",2008,"McGraw-Hill/Irwin,",c2008.,HG4521 .B564 2008,16,9/17/2012 8:59
b43522348,"Investments / Zvi Bodie, Alex Kane, Alan J. Marcus.","Bodie, Zvi.",2009,"McGraw-Hill/Irwin,",c2009.,HG4521 .B564 2009,28,2/25/2014 10:58
b26206286,Buffettology : the previously unexplained techniques that have made Warren Buffett the world's most famous investor / Mary Buffett & David Clark.,"Buffett, Mary.",1997,"Rawson Associates,",1997,HG4521 .B768 1997,15,5/15/2013 11:35
b29604461,The new Buffettology : the proven techniques for investing successfully in changing markets that have made Warren Buffett the world's most famous investor / Mary Buffett and David Clark.,"Buffett, Mary.",2002,"Rawson Associates,",c2002.,HG4521 .B7692 2002,11,9/27/2011 11:01
b28997414,"Technical analysis of stock trends / Robert D. Edwards, John Magee, and W.H.C. Bassetti.","Edwards, Robert D. (Robert Davis), 1893-",2001,"St. Lucie Press  ;""AMACOM,""",c2001.,HG4521 .E38 2001,10,5/20/2010 20:23
b4954567x,The intelligent investor : a book of practical counsel / Benjamin Graham.,"Graham, Benjamin, 1894-1976.",2006,"HarperBusiness Essentials,","2006, c2003.",HG4521 .G665 2006,11,10/26/2013 17:27
b28542253,"The Irwin guide to stocks, bonds, futures, and options : a comprehensive guide to Wall Street's markets / K. Thomas Liaw, Ronald L. Moy.","Liaw, K. Thomas.",2001,"McGraw Hill,",c2001.,HG4521 .L637 2001,12,10/7/2013 18:11
b23783771,A random walk down Wall Street : including a life-cycle guide to personal investing / Burton G. Malkiel.,"Malkiel, Burton Gordon.",1996,"Norton,",1996,HG4521 .M284 1996,40,12/4/2013 13:28
b28542277,A random walk down Wall Street : including a life-cycle guide to personal investing / Burton G. Malkiel.,"Malkiel, Burton Gordon.",1999,"Norton,",c1999.,HG4521 .M284 1999,30,6/24/2014 20:01
b23383185,How to make money in stocks : a winning system in good times or bad / William J. O'Neil,"O'Neil, William J.",1995,"McGraw-Hill,",c1995,HG4521 .O515 1995,24,2/5/2014 11:41
b27461233,24 essential lessons for investment success / William J. O'Neil.,"O'Neil, William J.",2000,"McGraw-Hill,",2000,HG4521 .O65 2000,12,8/5/2012 15:46
b27185515,"Stock market rules : 70 of the most widely held investment axioms explained, examined, and exposed / Michael D. Sheimo.","Sheimo, Michael D., 1944-",1999,"McGraw Hill,",c1999.,HG4521 .S519 1999,12,8/5/2012 15:45
b24140284,"The econometrics of financial markets / John Y. Campbell, Andrew W. Lo, A. Craig MacKinlay.","Campbell, John Y.",1997,"Princeton University Press,",1997,HG4523 .C27 1997,43,3/17/2014 12:58
b25831197,"Capital markets : institutions and instruments / Frank J. Fabozzi, Franco Modigliani.","Fabozzi, Frank J.",1996,"Prentice Hall,",c1996.,HG4523 .F33 1996,15,2/6/2013 10:55
b26417121,"Stock market rules : : 50 of the most widely held investment axioms explained, examined and exposed / Michael D. Sheimo.","Sheimo, Michael D., 1944-",1994,"Irwin Professional Publishing,",c1994.,HG4527 .S44 1994,13,10/29/2010 11:36
b47165777,High-frequency trading : a practical guide to algorithmic strategies and trading systems / Irene Aldridge.,"Aldridge, Irene, 1975-",2010,"Wiley,",c2010.,HG4529 .A43 2010,11,4/9/2013 11:30
b26488346,Security analysis on Wall Street : a comprehensive guide to today's valuation methods / Jeffrey C. Hooke.,"Hooke, Jeffrey C.",1998,"Wiley,",1998,HG4529 .H66 1998,12,10/16/2012 18:10
b29803366,"Expectations investing : reading stock prices for better returns / Alfred Rappaport, Michael J. Mauboussin.","Rappaport, Alfred.",2001,"Harvard Business School Press,",c2001.,HG4529 .R37 2001,11,3/21/2011 18:23
b28829797,Value investing : from Graham to Buffet and beyond / Bruce C.N. Greenwald ... [et al.].,,2001,"Wiley,",c2001.,HG4529 .V35 2001,24,3/28/2014 10:22
b23537449,"Modern portfolio theory and investment analysis / Edwin J. Elton, Martin J. Gruber","Elton, Edwin J.",1995,"Wiley,",c1995,HG4529.5 .E47 1995,15,9/28/2011 15:59
b29604291,Modern portfolio theory and investment analysis / Edwin J. Elton ... [et al.].,,2003,"J. Wiley & Sons,",c2003.,HG4529.5 .E47 2003,11,7/10/2012 11:19
b27440618,"Active portfolio management : a quantitative approach for providing superior returns and controlling risk / Richard C. Grinold, Ronald N. Kahn.","Grinold, Richard C.",2000,"McGraw-Hill,",c2000.,HG4529.5 .G75 2000,25,3/12/2012 14:58
b29504661,The handbook of alternative assets / Mark J.P. Anson.,"Anson, Mark Jonathan Paul.",2002,"J. Wiley & Sons,",c2002.,HG4530 .A76 2002,11,6/28/2010 13:03
b26538714,How mutual funds work / Albert J. Fredman and Russ Wiles   foreword by A. Michael Lipper.,"Fredman, Albert J.",1998,"New York Institute of Finance,",c1998.,HG4530 .F73 1998,14,6/7/2012 14:01
b35278390,All about hedge funds : the easy way to get started / Robert A. Jaeger.,"Jaeger, Robert A.",2003,"McGraw-Hill,",c2003.,HG4530 .J33 2003,16,4/29/2013 22:10
b27421995,The hedge fund handbook : a definitive guide for analyzing and evaluating alternative investments / Stefano Lavinio.,"Lavinio, Stefano.",2000,"McGraw-Hill,",c2000.,HG4530 .L364 2000,17,3/19/2011 14:31
b29504752,Hedge funds : myths and limits / Franûáois-Serge Lhabitant.,"Lhabitant, Franûáois-Serge.",2002,"Wiley,",c2002.,HG4530 .L47 2002,15,5/30/2013 16:20
b35276174,Hedge funds : definitive strategies and techniques / edited by Kenneth S. Phillips and Ronald J. Surz.,,2003,"J. Wiley & Sons,",c2003.,HG4530 .P47 2003,10,5/17/2011 16:17
b39771726,The fundamentals of hedge fund management : how to successfully launch and operate a hedge fund / Daniel A. Strachman.,"Strachman, Daniel A., 1971-",2007,"Wiley,",c2007.,HG4530 .S8368 2007,11,4/29/2013 22:10
b2580277x,Investment banking in the financial system / Charles R. Geisst.,"Geisst, Charles R.",1995,"Prentice Hall,",c1995.,HG4534 .G45 1995,15,9/12/2012 14:53
b24294895,Investment banking : theory and practice / edited by Edward Gardener and Philip Molyneux.,,1996,"Euromoney Publications,",[1996?].,HG4534 .I53 1996,23,1/9/2013 14:42
b40790642,The business of investment banking : a comprehensive overview / K. Thomas Liaw.,"Liaw, K. Thomas.",2006,"Wiley,",c2006.,HG4534 .L528 2006,14,11/15/2012 16:27
b47017466,"Investment banking : valuation, leveraged buyouts, and mergers & acquisitions / Joshua Rosenbaum, Joshua Pearl.","Rosenbaum, Joshua, 1971-",2009,"John Wiley & Sons,",c2009.,HG4534 .R67 2009,23,3/10/2014 11:45
b26164887,Wall Street : a history / Charles R. Geisst.,"Geisst, Charles R.",1997,"Oxford University Press,",1997,HG4572 .G4 1997,11,5/3/2012 22:52
b21387813,"Reminiscences of a stock operator, by Edwin Lefû?vre ..","Lefevre, Edwin, 1871-1943.",1923,George H. Doran Company,[c1923],HG4572 .L4 1965,12,8/3/2014 15:12
b12119763,The super traders : secrets & successes of Wall Street's best & brightest / Alan Rubenfeld   foreword by Alan C.  Ace  Greenberg,"Rubenfeld, Alan.",1992,"Probus Pub. Co.,",c1992,HG4621 .R83 1992,19,8/3/2011 12:38
b35276125,Stock market wizards : interviews with America's top stock traders / Jack D. Schwager.,"Schwager, Jack D., 1948-",2003,"HarperBusiness,",2003,HG4621 .S286 2003,13,1/16/2013 11:19
b26538568,Valuation of fixed income securities and derivatives / Frank J. Fabozzi.,"Fabozzi, Frank J.",1998,"Frank J. Fabozzi Associates,",c1998.,HG4650 .F33 1998,11,4/26/2011 8:22
b29042963,Fixed income securities / Frank J. Fabozzi.,"Fabozzi, Frank J.",2002,"John Wiley,",2002,HG4650 .F333 2002,13,4/3/2013 15:26
b26260918,Fixed income securities / Frank J. Fabozzi.,"Fabozzi, Frank J.",1997,"F.J. Fabozzi Associates,",c1997.,HG4650 .F34 1997,12,3/20/2013 12:49
b27958590,"Risk management : approaches for fixed income markets / Bennett W. Golub, Leo M. Tilman.","Golub, Bennett W.",2000,"Wiley,",2000,HG4650 .G65 2000,13,7/16/2012 9:10
b4704178x,Fixed income markets and their derivatives / Suresh Sundaresan.,"Sundaresan, Suresh M.",2009,"Academic Press,",c2009.,HG4650 .S86 2009,10,1/3/2014 8:24
b27484221,"Bond markets, analysis, and strategies / Frank J. Fabozzi.","Fabozzi, Frank J.",2000,"Prentice Hall,",c2000.,HG4651 .F28 2000,80,3/6/2013 16:59
b39359517,"Bond markets, analysis, and strategies / Frank J. Fabozzi.","Fabozzi, Frank J.",2007,"Pearson Prentice Hall,",c2007.,HG4651 .F28 2007,18,3/5/2013 14:51
b49050217,"Bond markets, analysis, and strategies / Frank J. Fabozzi.","Fabozzi, Frank J.",2010,"Pearson,",c2010.,HG4651 .F28 2010,12,3/5/2014 8:31
b28608641,Bond portfolio management / Frank J. Fabozzi.,"Fabozzi, Frank J.",2001,"Frank J. Fabozzi Associates,",c2001.,HG4651 .F283 2001,14,1/14/2012 14:23
b27958644,"The handbook of fixed income securities / Frank J. Fabozzi, editor.",,2001,"McGraw Hill,",c2001.,HG4651 .H265 2001,16,5/24/2013 15:42
b28765758,The handbook of mortgage-backed securities / Frank J. Fabozzi editor.,,2001,"McGraw-Hill,",c2001.,HG4655 .H36 2001,15,3/18/2012 15:45
b26218914,Basics of mortgage-backed securities / Joseph Hu.,"Hu, Joseph.",1997,"Frank J. Fabozzi Associates,",1997,HG4655 .H8 1997,10,11/2/2012 15:34
b24249981,"The Handbook of commercial mortgage-backed securities / edited by Frank J. Fabozzi and David P. Jacob   [contributing authors, Jesse M. Abraham ... et al.].",,1997,"Frank J. Fabozzi Associates in conjunction with Nomura Securities International,",c1997.,HG4655.H36 1997,11,1/28/2013 11:07
b28835451,Fundamentals of venture capital / Joseph W. Bartlett.,"Bartlett, Joseph W., 1933-",1999,"Madison Books,",1999,HG4751 .B36 1999,12,5/7/2014 11:28
b12060434,"Venture capital at the crossroads / William D. Bygrave, Jeffry A. Timmons","Bygrave, William D., 1937-",1992,"Harvard Business School Press,",c1992,HG4751 .B94 1992,20,5/7/2014 11:28
b29623285,Venture capital due diligence : a guide to making smart investment choices and increasing your portfolio returns / Justin Camp.,"Camp, Justin J.",2002,"Wiley,",2002,HG4751 .C36 2002,12,10/25/2011 12:54
b4879935x,Introduction to private equity / Cyril Demaria.,"Demaria, Cyril.",2010,"Wiley,",2010,HG4751 .D46 2010,10,8/26/2014 17:00
b24163053,"Venture capital and new technology based firms : an US-German comparison / Oliver Pfirrmann, Udo Wupperfeld, Joshua Lerner.","Pfirrmann, Oliver, 1961-",1997,"Physica-Verlag,",1997,HG4751 .P49 1997,10,3/27/2013 16:12
b27290256,Private equity and venture capital : a practical guide for investors and practitioners / edited by Rick Lake and Ronald A. Lake.,,2000,"Euromoney Books,",c2000.,HG4751 .P75 2000,15,3/29/2013 13:37
b2892521x,"Venture capital : the definitive guide for entrepreneurs, investors, and practitioners / Joel Cardis ... [et al.].",,2001,"Wiley,",c2001.,HG4751 .V463 2001,12,11/3/2010 8:43
b39133564,"Hedge me : interviews, recruiters, resumes, compensation : the insider's guide : U.S. hedge fund careers / Claude Schwab.","Schwab, Claude.",2006,"Lynx Media,",c2006.,HG4910 .S365 2006,13,10/15/2012 13:10
b28855620,Beating the Street / Peter Lynch with John Rothchild.,"Lynch, Peter (Peter S.)",1993,"Simon & Schuster,",c1993.,HG4921 .L96 1993,24,3/31/2014 19:21
b29490819,Liar's poker : rising through the wreckage on Wall Street / Michael Lewis.,"Lewis, Michael (Michael M.)",1990,"Penguin Books,",1990,HG4928.5 .L48 1990,56,9/13/2014 17:56
b2641711x,Market wizards : interviews with top traders / Jack D. Schwager.,,1993,"HarperBusiness,",1993,HG4928.5 .M37 1993,25,8/3/2011 12:38
b28840562,Monkey business : swinging through the Wall Street jungle / John Rolfe and Peter Troob.,"Rolfe, John.",2000,"Warner Books,",c2000.,HG4928.5 .R655 2000,62,9/13/2014 17:56
b27903394,When genius failed : the rise and fall of Long-Term Capital Management / Roger Lowenstein.,"Lowenstein, Roger.",2000,"Random House,",c2000.,HG4930 .L69 2000,50,7/24/2014 15:38
b46690311,House of cards : a tale of hubris and wretched excess on Wall Street / William D. Cohan.,"Cohan, William D.",2009,"Doubleday,",c2009.,HG4930.5 .C64 2009,15,1/31/2013 15:03
b26927275,Goldman Sachs : the culture of success / Lisa Endlich.,"Endlich, Lisa, 1959-",1999,"A.A. Knopf,",1999,HG4930.5 .E53 1999,30,12/19/2013 15:00
b2795383x,Done deals : venture capitalists tell their stories / edited by Udayan Gupta.,,2000,"Harvard Business School Press,",c2000.,HG4963 .D667 2000,11,8/30/2013 14:59
b2892700x,"The money of invention : how venture capital creates new wealth / Paul A. Gompers, Josh Lerner.","Gompers, Paul A. (Paul Alan)",2001,"Harvard Business School Press,",c2001.,HG4963 .G658 2001,12,5/7/2014 11:28
b1570578x,Nothing ventured : the perils and payoffs of the great American venture capital game / Robert J. Kunze,"Kunze, Robert J., 1935-",1990,"HarperBusiness,",c1990,HG4963 .K86 1990,12,5/7/2014 11:24
b27253806,Venture capital and private equity : a casebook / Josh Lerner.,"Lerner, Joshua.",2000,"Wiley,",c2000.,HG4963 .L47 2000,28,5/7/2014 11:25
b43851514,"Venture capital and private equity : a casebook / Josh Lerner, Felda Hardymon, Ann Leamon.","Lerner, Joshua.",2009,"John Wiley & Sons,",c2009.,HG4963 .L47 2009,15,5/7/2014 11:25
b27737743,Confessions of a venture capitalist : inside the high-stakes world of start-up financing / Ruthann Quindlen.,"Quindlen, Ruthann.",2000,"Warner Books,",2000,HG4963 .Q35 2000,14,5/7/2014 11:28
b29042872,"Venture capital handbook : an entrepreneur's guide to raising venture capital / David Gladstone, Laura Gladstone.","Gladstone, David.",2001,"Prentice Hall,",2002,HG4965 .G57 2002,11,5/7/2014 11:27
b27187779,"Collateralized mortgage obligations : structures and analysis / Frank J. Fabozzi, Chuck Ramsey.","Fabozzi, Frank J.",1999,"Frank J. Fabozzi Associates,",c1999.,HG5095 .F33 1999,18,9/4/2013 11:50
b27069187,Devil take the hindmost : a history of financial speculation / Edward Chancellor.,"Chancellor, Edward, 1962-",1999,"Farrar, Straus & Giroux,",1999,HG6005 .C48 1999,13,5/2/2012 10:49
b24194438,Making markets : opportunism and restraint on Wall Street / Mitchel Y. Abolafia.,"Abolafia, Mitchel.",1996,"Harvard University Press,",1996,HG6024.3 .A26 1996,11,10/11/2013 11:17
b24098280,Value at risk : the new benchmark for controlling market risk / Philippe Jorion.,"Jorion, Philippe, 1955-",1997,"Irwin Professional Pub.,",c1997.,HG6024.3 .J683 1997,14,11/6/2010 15:11
b26923993,Real options : managing strategic investment in an uncertain world / Martha Amram and Nalin Kulatilaka.,"Amram, Martha, 1957-",1999,"Harvard Business School Press,",c1999.,HG6024.A3 A47 1999,18,11/29/2010 10:22
b23347946,Neural network time series forecasting of financial markets / E. Michael Azoff,"Azoff, E. Michael (Eitan Michael)",1994,"Wiley,",1994,HG6024.A3 A96 1994,10,12/1/2011 11:24
b23526920,"The compleat day trader : trading systems, strategies, timing indicators, and analytical methods / Jake Bernstein","Bernstein, Jacob, 1946-",1995,"McGraw Hill,",c1995,HG6024.A3 B478 1995,10,2/22/2012 16:51
b24046413,Black-Scholes and beyond : option pricing models / Neil A. Chriss.,"Chriss, Neil, 1967-",1997,"Irwin,",c1997.,HG6024.A3 C495 1997,21,8/13/2010 15:06
b26603135,Implementing derivatives models / Les Clewlow and Chris Strickland.,"Clewlow, Les.",1998,"Wiley,",1998,HG6024.A3 C584 1998,15,1/12/2011 18:19
b23171480,Introduction to futures and options markets / John Hull,"Hull, John, 1946-",1995,"Prentice-Hall,",1995,HG6024.A3 H84 1995,25,4/2/2011 13:15
b27230855,Introduction to futures and options markets / John C. Hull.,"Hull, John, 1946-",1998,"Prentice Hall,",c1998.,HG6024.A3 H84 1998,28,5/11/2012 12:08
b47121452,Fundamentals of futures and options markets / John C. Hull.,"Hull, John, 1946-",2011,"Prentice Hall,",c2011.,HG6024.A3 H84 2011,10,9/13/2013 9:13
b22571747,"Options, futures, and other derivative securities / John Hull","Hull, John, 1946-",1993,"Prentice Hall,",c1993,HG6024.A3 H85 1993,46,3/21/2011 12:37
b27441787,"Options, futures & other derivatives / John C. Hull.","Hull, John, 1946-",2000,"Prentice Hall,",c2000.,HG6024.A3 H85 2000,31,9/10/2012 12:36
b30866819,The Concepts and practice of mathematical finance / Mark S. Joshi.,"Joshi, M. S. (Mark Suresh), 1969-",2003,"Cambridge University Press,",2003,HG6024.A3 J67 2003,26,2/18/2014 11:34
b22667544,"Understanding swaps / John F. Marshall, Kenneth R. Kapner","Marshall, John F. (John Francis), 1952-",1993,"Wiley,",c1993,HG6024.A3 M373 1993,13,5/11/2011 16:11
b55886681,Derivatives markets / Robert L. McDonald.,"McDonald, Robert L. (Robert Lynch), 1954-",2012,"Pearson,",2013,HG6024.A3 M394 2013,19,5/27/2014 14:24
b24095886,An introduction to the mathematics of financial derivatives / Salih N. Neftci.,"Neftci, Salih N.",1996,"Academic Press,",c1996.,HG6024.A3 N44 1996,20,8/6/2013 17:01
b27958486,An introduction to the mathematics of financial derivatives / Salih N. Neftci.,"Neftci, Salih N.",2000,"Academic Press,",c2000.,HG6024.A3 N44 2000,28,4/23/2013 10:12
b24038696,Dynamic hedging : managing vanilla and exotic options / Nassim Taleb.,"Taleb, Nassim Nicholas, 1960-",1997,"Wiley,",c1997.,HG6024.A3 T35 1997,34,11/28/2012 13:32
b2772346x,"Pricing financial instruments : the finite difference method / Domingo Tavella, Curt Randall.","Tavella, Domingo, 1948-",2000,"John Wiley & Sons,",c2000.,HG6024.A3 T38 2000,10,4/10/2014 10:58
b27958632,Paul Wilmott on quantitative finance.,"Wilmott, Paul.",2000,"John Wiley,",c2000.,HG6024.A3 W555 2000,18,9/6/2012 10:00
b26827967,Derivatives : the theory and practice of financial engineering / Paul Wilmott.,"Wilmott, Paul.",1998,"Wiley,",c1998.,HG6024.A3 W557 1998,17,5/5/2014 11:16
b26267858,F.I.A.S.C.O. : blood in the water on Wall Street / Frank Partnoy.,"Partnoy, Frank.",1997,"W.W. Norton,",c1997.,HG6024.U6 P37 1997,21,1/17/2011 11:52
b27289229,Evaluating and implementing hedge fund strategies : the experience of managers and investors / edited by Ronald A. Lake.,,1999,"Euromoney,",c1999.,HG6041 .E92 1999,11,1/12/2011 14:18
b23626318,"At the crest of the tidal wave : a forecast for the great bear market / by Robert R. Prechter, Jr","Prechter, Robert R., Jr. (Robert Rougelot), 1949-",1995,"New Classics Library,",c1995,HG6041 .P74 1995,11,2/16/2010 14:50
